id,titulo,autor_principal,fonte,doi,issn,isbn,volume,numero,paginas,editor,data_publicacao,descricao,palavras_chave,cited_by_count,tipo,article_number,departamento,origem,financiador,afiliacoes,repositorioIPBeja,apoiosPublicacao,autores_artigo,orcid_autores,organizacoes,keywords,citacoes,fonteTitulo,issue,paginasInicio,paginasFim,numeroPaginas
WOS:000370063600162,"<i>CrackIT</i> - AN IMAGE PROCESSING TOOLBOX FOR CRACK DETECTION AND CHARACTERIZATION",N/A,N/A,,N/A,N/A,,N/A,798-802,N/A,2014-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Henrique Oliveira; Paulo Lobato Correia",0000-0001-8687-4291,N/A,N/A,N/A,"2014 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING (ICIP)",,798,802,5
WOS:000426986000409,"Road Surface Crack Detection: Improved Segmentation with Pixel-based Refinement",N/A,N/A,,N/A,N/A,,N/A,2026-2030,N/A,2017-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Henrique Oliveira; Paulo Lobato Correia",0000-0001-8687-4291,N/A,N/A,N/A,"2017 25TH EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO)",,2026,2030,5
WOS:000455614900429,"Road Surface Crack Detection using a Light Field Camera",N/A,N/A,,N/A,N/A,,N/A,2135-2139,N/A,2018-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"David Fernandes; Paulo Lobato Correia; Henrique Oliveira",0000-0001-8687-4291,N/A,N/A,N/A,"2018 26TH EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO)",,2135,2139,5
WOS:000864190600014,"Artificial intelligence, digital transformation and cybersecurity in the banking sector: A multi-stakeholder cognition-driven framework",N/A,N/A,10.1016/j.ribaf.2022.101616,N/A,N/A,60,N/A,,N/A,2022-04-01,N/A,N/A,N/A,"Artigos em revista",N/A,,WBS,N/A,N/A,N/A,N/A,"Ana Rita D. Rodrigues; Fernando A. F. Ferreira; Fernando J. C. S. N. Teixeira; Constantin Zopounidis",,N/A,N/A,N/A,"RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE",,,,15
WOS:000882180900001,"A MULTICRITERIA EVALUATION SYSTEM FOR LARGE REAL ESTATE INVESTMENTS",N/A,N/A,10.3846/ijspm.2022.17922,N/A,N/A,26,N/A,305-317,N/A,2022-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,,WBS,N/A,N/A,N/A,N/A,"Rita S. B. S. Soares; Fernando A. F. Ferreira; Fernando J. C. S. N. Teixeira; Neuza C. M. Q. F. Ferreira",,N/A,N/A,N/A,"INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT",4,305,317,13
WOS:001362615300001,"Book of abstracts of the 5th CHRC Annual Summit Evora, Portugal, September 23 and 24, 2024 Abstracts",N/A,N/A,10.1159/000542309,N/A,N/A,42,N/A,1-32,N/A,2024-11-01,N/A,N/A,N/A,Outro,N/A,,WBS,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,"PORTUGUESE JOURNAL OF PUBLIC HEALTH","SUPPL 2",1,32,32
WOS:A1995BE32G00028,"Theoretical mechanistic investigation of asymmetric aziridination by N-aryl-O-acylhydroxylamines",N/A,N/A,,N/A,N/A,330,N/A,140-144,N/A,1995-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,"Tecnologias CAplicadas",WBS,N/A,N/A,N/A,N/A,"HT Chaves; AM Lobo; S Prabhakar; HS Rzepa",0000-0003-2747-8891,N/A,N/A,N/A,"E.C.C.C. 1 COMPUTATIONAL CHEMISTRY",,140,144,3
WOS:000242104000052,"Towards an integrated approach for aspectual requirements",N/A,N/A,,N/A,N/A,,N/A,341-342,N/A,2006-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Isabel Sofia Brito; Ana Moreira",0000-0002-7556-4367,N/A,N/A,N/A,"RE'06: 14th IEEE International Requirements Engineering Conference, Proceedings",,341,342,2
WOS:000271175300006,"Handling Conflicts in Aspectual Requirements Compositions",N/A,N/A,,N/A,N/A,4620,N/A,144-166,N/A,2007-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Isabel Sofia Brito; Filipe Vieira; Ana Moreira; Rita A. Ribeiro",0000-0002-7556-4367,N/A,N/A,N/A,"TRANSACTIONS ON ASPECT-ORIENTED SOFTWARE DEVELOPMENT III",,144,166,23
WOS:000296681800011,"Using Constraints for Intrusion Detection: The NeMODe System",N/A,N/A,,N/A,N/A,6539,N/A,115-+,N/A,2011-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Pedro Salgueiro; Daniel Diaz; Isabel Brito; Salvador Abreu",0000-0002-7556-4367,N/A,N/A,N/A,"PRACTICAL ASPECTS OF DECLARATIVE LANGUAGES",,115,+,2
WOS:000349558700031,"Requirements Specification for Controller Design - from Use Cases to IOPT Net Models",N/A,N/A,,N/A,N/A,,N/A,207-+,N/A,2014-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,Ambas,N/A,N/A,N/A,N/A,"Joao Paulo Barros; Isabel Sofia Brito; Luis Gomes","0000-0002-0097-9883; 0000-0002-7556-4367",N/A,N/A,N/A,"2014 12TH IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN)",,207,+,2
WOS:000380453900126,"Controller Design and Implementation: an Approach Based on Problem Frames and Petri Net Models",N/A,N/A,,N/A,N/A,,N/A,860-867,N/A,2015-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,Ambas,N/A,N/A,N/A,N/A,"Isabel Sofia Brito; Joao Paulo Barros; Luis Gomes","0000-0002-7556-4367; 0000-0002-0097-9883",N/A,N/A,N/A,"PROCEEDINGS 2015 IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN)",,860,867,8
WOS:000380489700064,"Qualitative Assessment of Access Control in a Database Management System",N/A,N/A,,N/A,N/A,,N/A,69-73,N/A,2015-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Isabel Sofia Brito; Luis Sobral",0000-0002-7556-4367,N/A,N/A,N/A,"2015 2ND INTERNATIONAL CONFERENCE ON INFORMATION SCIENCE AND SECURITY (ICISS)",,69,73,5
WOS:000393551200194,"From Requirements to Code (Re2Code) - A Model-Based Approach for Controller Implementation",N/A,N/A,,N/A,N/A,,N/A,1224-1230,N/A,2016-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,Ambas,N/A,N/A,N/A,N/A,"Isabel Sofia Brito; Joao Paulo Barros; Luis Gomes","0000-0002-7556-4367; 0000-0002-0097-9883",N/A,N/A,N/A,"2016 IEEE 14TH INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN)",,1224,1230,7
WOS:000405192300212,"Student Perspectives on the Use of a Java Library for Novices",N/A,N/A,,N/A,N/A,,N/A,1405-1410,N/A,2017-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,Ambas,N/A,N/A,N/A,N/A,"Joao Paulo Barros; Isabel Sofia Brito","0000-0002-0097-9883; 0000-0002-7556-4367",N/A,N/A,N/A,"PROCEEDINGS OF 2017 IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE (EDUCON2017)",,1405,1410,6
WOS:000427812000172,"Towards Automatic Code Generation for Distributed Cyber-Physical Systems: a First Prototype for Arduino Boards",N/A,N/A,,N/A,N/A,,N/A,,N/A,2017-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,Ambas,N/A,N/A,N/A,N/A,"Artur Ataide; Joao Paulo Barros; Isabel Sofia Brito; Luis Gomes","0000-0002-0097-9883; 0000-0002-7556-4367",N/A,N/A,N/A,"2017 22ND IEEE INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION (ETFA)",,,,4
WOS:000477784500023,"Wine Quality Assessment under the Eindhoven Classification Method",N/A,N/A,,N/A,N/A,33,N/A,158-164,N/A,2019-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,"Artes H Desporto",WBS,N/A,N/A,N/A,N/A,"Ana Pereira; Ana Crespo; Ana Fernandes; Ines Aranha; Margarida Figueiredo; Jorge Ribeiro; Humberto Chaves; Jose Neves; Henrique Vicente","0000-0002-1583-9269; 0000-0002-2322-7940; 0000-0003-2747-8891",N/A,N/A,N/A,"PROCEEDINGS OF THE 33RD INTERNATIONAL ECMS CONFERENCE ON MODELLING AND SIMULATION (ECMS 2019)",1,158,164,7
WOS:000466718900021,"Drought analysis in Slovakia: regionalization, frequency analysis and precipitation thresholds",N/A,N/A,10.2495/RM150211,N/A,N/A,197,N/A,237-248,N/A,2015-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"M. M. Portela; M. Zelenakova; J. F. Santos; P. Purcz; A. T. Silva; H. Hlavata",0000-0002-4671-9884,N/A,N/A,N/A,"RIVER BASIN MANAGEMENT VIII",,237,248,12
WOS:000215865600002,"Spring drought forecasting in mainland Portugal based on large-scale climatic indices",N/A,N/A,10.4995/ia.2015.4109,N/A,N/A,19,N/A,211-227,N/A,2015-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"J. F. Santos; M. M. Portela; I Pulido-Calvo",0000-0002-4671-9884,N/A,N/A,N/A,"INGENIERIA DEL AGUA",4,211,227,17
WOS:000189414100070,"On structuring mechanisms for Petri nets based system design",N/A,N/A,,N/A,N/A,,N/A,431-438,N/A,2003-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"L Gomes; JP Barros",0000-0002-0097-9883,N/A,N/A,N/A,"ETFA 2003: IEEE CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION, VOL 2, PROCEEDINGS",,431,438,8
WOS:000233365800112,"Addition of fault detection capabilities in automation applications using Petri nets",N/A,N/A,,N/A,N/A,,N/A,645-650,N/A,2004-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"L Gomes; JP Barros; R Lino",0000-0002-0097-9883,N/A,N/A,N/A,"Proceedings of the IEEE-ISIE 2004, Vols 1 and 2",,645,650,6
WOS:000227493200052,"Net model composition and modification by net operations: a pragmatic approach",N/A,N/A,10.1109/INDIN.2004.1417350,N/A,N/A,,N/A,309-314,N/A,2004-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"JP Barros; L Gomes",0000-0002-0097-9883,N/A,N/A,N/A,"2004 2ND IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS",,309,314,6
WOS:000222626100008,"On the use of coloured Petri nets for object-oriented design",N/A,N/A,,N/A,N/A,3099,N/A,117-136,N/A,2004-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"JP Barros; L Gomes",0000-0002-0097-9883,N/A,N/A,N/A,"APPLICATIONS AND THEORY OF PETRI NETS 2004, PROCEEDINGS",,117,136,20
WOS:000254117100113,"A graphical editor for the input-output place-transition Petri Net Class",N/A,N/A,,N/A,N/A,,N/A,788-+,N/A,2007-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Ricardo Nunes; Luis Gornes; Joao Paulo Barros",0000-0002-0097-9883,N/A,N/A,N/A,"ETFA 2007: 12TH IEEE INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION, VOLS 1-3",,788,+,2
WOS:000266229301176,"Petri nets tools framework supporting FPGA-based controller implementations",N/A,N/A,,N/A,N/A,,N/A,2399-+,N/A,2008-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Aniko Costa; Luis Gomes; Joao Paulo Barros; Joao Oliveira; Tiago Reis",0000-0002-0097-9883,N/A,N/A,N/A,"IECON 2008: 34TH ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY, VOLS 1-5, PROCEEDINGS",,2399,+,2
WOS:000306303400004,"Scenario-Based Modeling in Industrial Information Systems",N/A,N/A,,N/A,N/A,329,N/A,19-+,N/A,2010-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Biociências,WBS,N/A,N/A,N/A,N/A,"Ricardo J. Machado; Joao M. Fernandes; Joao P. Barros; Luis Gomes","0000-0002-3313-887X; 0000-0002-0097-9883",N/A,N/A,N/A,"DISTRIBUTED, PARALLEL AND BIOLOGICALLY INSPIRED SYSTEMS",,19,+,2
WOS:000295007804022,"From Petri net models to C implementation of digital controllers",N/A,N/A,,N/A,N/A,,N/A,3057-3062,N/A,2010-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Luis Gomes; Rogerio Rebelo; Joao Paulo Barros; Aniko Costa; Rui Pais",0000-0002-0097-9883,N/A,N/A,N/A,"IEEE INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS (ISIE 2010)",,3057,3062,6
WOS:000292495500028,"SysVeritas: A Framework for Verifying IOPT Nets and Execution Semantics within Embedded Systems Design",N/A,N/A,,N/A,N/A,349,N/A,256-+,N/A,2011-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Paulo Barbosa; Joao Paulo Barros; Franklin Ramalho; Luis Gomes; Jorge Figueiredo; Filipe Moutinho; Aniko Costa; Andre Aranha",0000-0002-0097-9883,N/A,N/A,N/A,"TECHNOLOGICAL INNOVATION FOR SUSTAINABILITY",,256,+,3
WOS:000292495500025,"Towards Statecharts to Input-Output Place Transition Nets Transformations",N/A,N/A,,N/A,N/A,349,N/A,227-+,N/A,2011-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Rui Pais; Luis Gomes; Joao Paulo Barros",0000-0002-0097-9883,N/A,N/A,N/A,"TECHNOLOGICAL INNOVATION FOR SUSTAINABILITY",,227,+,2
WOS:000292495500026,"Petri Net Based Specification and Verification of Globally-Asynchronous-Locally-Synchronous System",N/A,N/A,,N/A,N/A,349,N/A,237-+,N/A,2011-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Filipe Moutinho; Luis Gomes; Paulo Barbosa; Joao Paulo Barros; Franklin Ramalho; Jorge Figueiredo; Aniko Costa; Andre Monteiro",0000-0002-0097-9883,N/A,N/A,N/A,"TECHNOLOGICAL INNOVATION FOR SUSTAINABILITY",,237,+,2
WOS:000420399800010,"CONCEPTIONS ABOUT THE TEACHING QUALITY IN HIGHER EDUCATION IN PUBLIC ESTABLISHMENTS IN PORTUGAL",N/A,N/A,10.35362/rie560515,N/A,N/A,56,N/A,159-177,N/A,2011-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Educação CSComportamento",WBS,N/A,N/A,N/A,N/A,"Maria Jose D. Martins; Teresa Oliveira; Joao Paulo Barros; Jos Espirito Santo; Vitor Trindade; Jorge Bonito","0000-0003-0839-8036; 0000-0002-0097-9883",N/A,N/A,N/A,"REVISTA IBEROAMERICANA DE EDUCACION",,159,177,19
WOS:000335746300177,"Towards a Complete Description for Individual Course Units A follow-up to the Bologna proposals",N/A,N/A,,N/A,N/A,,N/A,,N/A,2012-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Joao Paulo Barros; Luis Gomes; Luis Garcia","0000-0002-0097-9883; 0000-0003-3092-3730",N/A,N/A,N/A,"2012 15TH INTERNATIONAL CONFERENCE ON INTERACTIVE COLLABORATIVE LEARNING (ICL)",,,,4
WOS:000299032404021,"From UML State Machines to Petri nets: History Attribute Translation Strategies",N/A,N/A,,N/A,N/A,,N/A,3776-3781,N/A,2011-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Rui Pais; Luis Gomes; Joao Paulo Barros",0000-0002-0097-9883,N/A,N/A,N/A,"IECON 2011: 37TH ANNUAL CONFERENCE ON IEEE INDUSTRIAL ELECTRONICS SOCIETY",,3776,3781,6
WOS:000214727200012,"A Proposal for the Description of Individual Course Units",N/A,N/A,10.3991/ijep.v3iS1.2420,N/A,N/A,3,N/A,71-75,N/A,2013-02-01,N/A,N/A,N/A,"Artigos em revista",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Joao Paulo Barros; Luis Gomes; Luis Garcia","0000-0002-0097-9883; 0000-0003-3092-3730",N/A,N/A,N/A,"INTERNATIONAL JOURNAL OF ENGINEERING PEDAGOGY",,71,75,5
WOS:000316962906008,"Model composition by reusing Petri net based modules",N/A,N/A,,N/A,N/A,,N/A,6132-6137,N/A,2012-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Aniko Costa; Luis Gomes; Joao Paulo Barros",0000-0002-0097-9883,N/A,N/A,N/A,"38TH ANNUAL CONFERENCE ON IEEE INDUSTRIAL ELECTRONICS SOCIETY (IECON 2012)",,6132,6137,6
WOS:000316962906009,"On the Verification of Non-autonomous Petri Net Models Using Autonomous Petri Net Tools",N/A,N/A,,N/A,N/A,,N/A,6138-6143,N/A,2012-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Joao Paulo Barros; Luis Gomes; Aniko Costa",0000-0002-0097-9883,N/A,N/A,N/A,"38TH ANNUAL CONFERENCE ON IEEE INDUSTRIAL ELECTRONICS SOCIETY (IECON 2012)",,6138,6143,6
WOS:000214751000005,"On the Description of Individual Course Units for Programme Assessment and Better Syllabuses",N/A,N/A,10.3991/ijep.v4i5.3536,N/A,N/A,4,N/A,28-33,N/A,2014-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Joao Paulo Barros",0000-0002-0097-9883,N/A,N/A,N/A,"INTERNATIONAL JOURNAL OF ENGINEERING PEDAGOGY",5,28,33,6
WOS:000393427700149,"Extending Input-Output Place-Transition Petri nets for Distributed Controller Systems development",N/A,N/A,,N/A,N/A,,N/A,1099-1104,N/A,2014-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,,WBS,N/A,N/A,N/A,N/A,"Luis Gomes; Filipe Moutinho; Fernando Pereira; Jose Ribeiro; Aniko Costa; Joao-Paulo Barros",,N/A,N/A,N/A,"2014 INTERNATIONAL CONFERENCE ON MECHATRONICS AND CONTROL (ICMC)",,1099,1104,6
